"Duration","Start.date","Start.Station","End.date","End.Station","Bike.","Member.Type"
"0h 4m 0s","2/5/2014 6:00","19th & L St NW","2/5/2014 6:04","20th & O St NW / Dupont South","W20517","Registered"
"0h 9m 59s","1/4/2014 9:12","15th St & Massachusetts Ave SE","1/4/2014 9:22","Columbus Circle / Union Station","W21482","Registered"
"0h 6m 4s","1/20/2014 11:19","23rd & Eads St","1/20/2014 11:25","S Glebe & Potomac Ave","W00826","Registered"
"0h 12m 47s","3/25/2014 17:40","1st & M St NE","3/25/2014 17:53","3rd & Elm St NW","W00361","Casual"
"0h 8m 37s","1/16/2014 8:45","Jefferson Dr & 14th St SW","1/16/2014 8:54","Maryland & Independence Ave SW","W20536","Casual"
"0h 7m 9s","2/1/2014 17:58","Tenleytown / Wisconsin Ave & Albemarle St NW","2/1/2014 18:06","Idaho Ave & Newark St NW [on 2nd District patio]","W00114","Registered"
"0h 4m 38s","3/8/2014 15:48","15th & P St NW","3/8/2014 15:53","7th & R St NW / Shaw Library","W21230","Registered"
"0h 11m 30s","2/20/2014 17:23","Smithsonian / Jefferson Dr & 12th St SW","2/20/2014 17:35","8th & East Capitol St NE","W20319","Registered"
"0h 9m 20s","3/22/2014 8:38","Convention Center / 7th & M St NW","3/22/2014 8:48","21st & I St NW","W00949","Registered"
"0h 16m 21s","3/25/2014 6:36","North Capitol St & F St NW","3/25/2014 6:52","20th St & Virginia Ave NW","W20924","Registered"
"0h 15m 12s","2/17/2014 16:33","11th & F St NW","2/17/2014 16:48","10th & U St NW","W00798","Registered"
"0h 7m 3s","3/4/2014 5:09","Lincoln Park / 13th & East Capitol St NE ","3/4/2014 5:16","Columbus Circle / Union Station","W21241","Registered"
"0h 8m 34s","1/31/2014 18:45","19th & L St NW","1/31/2014 18:54","New Hampshire Ave & T St NW","W20055","Registered"
"0h 20m 39s","3/15/2014 20:56","Jefferson Memorial","3/15/2014 21:17","Constitution Ave & 2nd St NW/DOL","W00704","Casual"
"0h 5m 31s","3/2/2014 0:30","Eastern Market Metro / Pennsylvania Ave & 7th St SE","3/2/2014 0:35","Lincoln Park / 13th & East Capitol St NE ","W21526","Registered"
"0h 6m 22s","3/13/2014 16:40","18th St & Pennsylvania Ave NW","3/13/2014 16:46","8th & H St NW","W01025","Registered"
"0h 11m 32s","2/7/2014 7:49","16th & Harvard St NW","2/7/2014 8:01","24th & N St NW","W01275","Registered"
"0h 12m 34s","2/16/2014 15:30","13th & U St NW","2/16/2014 15:43","17th & Rhode Island Ave NW","W01393","Registered"
"0h 7m 15s","3/4/2014 7:45","8th & F St NE","3/4/2014 7:52","Columbus Circle / Union Station","W21422","Registered"
"0h 4m 28s","2/3/2014 17:44","New Hampshire Ave & T St NW","2/3/2014 17:49","17th & Rhode Island Ave NW","W21426","Registered"
"0h 8m 19s","2/28/2014 19:19","Massachusetts Ave & Dupont Circle NW","2/28/2014 19:27","Adams Mill & Columbia Rd NW","W00087","Registered"
"0h 19m 5s","1/21/2014 9:09","Lamont & Mt Pleasant NW","1/21/2014 9:28","21st & I St NW","W20466","Registered"
"0h 9m 43s","3/22/2014 20:06","1st & M St NE","3/22/2014 20:15","Convention Center / 7th & M St NW","W01410","Registered"
"0h 14m 57s","2/1/2014 21:51","14th & G St NW","2/1/2014 22:06","18th St & Wyoming Ave NW","W20293","Registered"
"0h 9m 14s","3/21/2014 16:22","3rd & D St SE","3/21/2014 16:31","1st & N St  SE","W20090","Registered"
"0h 10m 8s","1/13/2014 17:22","5th & F St NW","1/13/2014 17:32","8th & F St NE","W01467","Registered"
"0h 4m 31s","3/9/2014 13:53","3rd & D St SE","3/9/2014 13:58","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W21440","Casual"
"0h 13m 19s","3/23/2014 19:15","9th & Upshur St NW","3/23/2014 19:28","1st & Rhode Island Ave NW","W00699","Registered"
"0h 4m 41s","2/11/2014 20:02","Park Rd & Holmead Pl NW","2/11/2014 20:07","Columbia Rd & Georgia Ave NW","W20864","Registered"
"0h 4m 13s","1/11/2014 1:32","11th & Kenyon St NW","1/11/2014 1:37","10th & U St NW","W01231","Registered"
"0h 3m 5s","3/10/2014 12:42","Battery Ln & Trolley Trail","3/10/2014 12:46","Norfolk Ave & Fairmont St","W00811","Registered"
"0h 25m 11s","3/12/2014 20:38","Thomas Circle","3/12/2014 21:03","3rd & H St NE","W00579","Registered"
"0h 8m 15s","3/1/2014 19:13","10th & E St NW","3/1/2014 19:22","Washington & Independence Ave SW/HHS","W20312","Registered"
"0h 12m 47s","1/26/2014 16:16","Lincoln Park / 13th & East Capitol St NE ","1/26/2014 16:29","Eastern Market / 7th & North Carolina Ave SE","W00733","Registered"
"0h 20m 11s","3/8/2014 11:08","16th & Harvard St NW","3/8/2014 11:29","Jefferson Memorial","W00729","Registered"
"0h 5m 37s","3/21/2014 17:46","Lamont & Mt Pleasant NW","3/21/2014 17:51","Park Rd & Holmead Pl NW","W20498","Registered"
"0h 10m 53s","1/17/2014 18:11","19th St & Pennsylvania Ave NW","1/17/2014 18:22","New Hampshire Ave & T St NW","W01231","Registered"
"0h 15m 16s","3/31/2014 17:46","22nd & I St NW / Foggy Bottom","3/31/2014 18:01","16th & Harvard St NW","W00668","Casual"
"0h 21m 29s","2/18/2014 18:59","25th St & Pennsylvania Ave NW","2/18/2014 19:21","Columbus Circle / Union Station","W21520","Registered"
"0h 10m 40s","2/12/2014 7:52","15th & Euclid St  NW","2/12/2014 8:03","9th & Upshur St NW","W21245","Registered"
"0h 7m 59s","1/3/2014 20:49","New Hampshire Ave & T St NW","1/3/2014 20:57","McPherson Square / 14th & H St NW","W00513","Registered"
"0h 26m 18s","3/31/2014 7:56","15th & East Capitol St NE","3/31/2014 8:22","17th & K St NW / Farragut Square","W20751","Registered"
"0h 21m 1s","1/28/2014 8:36","North Capitol St & F St NW","1/28/2014 8:57","17th & Rhode Island Ave NW","W20073","Registered"
"0h 5m 49s","3/12/2014 7:50","Fairfax Dr & Wilson Blvd","3/12/2014 7:56","Washington Blvd & 7th St N","W00724","Registered"
"0h 5m 27s","3/1/2014 22:25","Columbia Rd & Belmont St NW","3/1/2014 22:31","17th & Corcoran St NW","W00411","Registered"
"0h 5m 23s","2/17/2014 21:57","18th & M St NW","2/17/2014 22:02","20th & E St NW","W21266","Casual"
"0h 7m 23s","2/20/2014 17:07","King St Metro","2/20/2014 17:14","Braddock Rd Metro","W00525","Registered"
"0h 13m 7s","1/29/2014 10:33","C & O Canal & Wisconsin Ave NW","1/29/2014 10:46","14th & D St NW / Ronald Reagan Building","W21239","Registered"
"0h 11m 44s","2/21/2014 19:23","Connecticut Ave & Newark St NW / Cleveland Park","2/21/2014 19:35","Idaho Ave & Newark St NW [on 2nd District patio]","W01160","Registered"
"0h 10m 51s","2/6/2014 9:41","Neal St & Trinidad Ave NE","2/6/2014 9:52","Columbus Circle / Union Station","W01067","Registered"
"0h 8m 44s","1/12/2014 18:58","3rd & H St NW","1/12/2014 19:07","15th & P St NW","W20141","Registered"
"0h 4m 15s","1/9/2014 8:07","7th & F St NW / National Portrait Gallery","1/9/2014 8:12","5th & K St NW","W21483","Registered"
"0h 9m 11s","2/10/2014 8:09","California St & Florida Ave NW","2/10/2014 8:18","21st & M St NW","W20168","Registered"
"0h 15m 48s","3/31/2014 20:57","Massachusetts Ave & Dupont Circle NW","3/31/2014 21:13","36th & Calvert St NW / Glover Park","W01351","Registered"
"0h 22m 39s","3/22/2014 21:31","18th St & Pennsylvania Ave NW","3/22/2014 21:54","3rd & H St NE","W20992","Registered"
"0h 3m 16s","3/22/2014 0:42","17th & Corcoran St NW","3/22/2014 0:45","17th & Corcoran St NW","W00888","Registered"
"0h 6m 39s","2/2/2014 14:44","13th & D St NE","2/2/2014 14:50","14th & D St SE","W00738","Registered"
"0h 9m 29s","2/23/2014 12:23","Eastern Market / 7th & North Carolina Ave SE","2/23/2014 12:33","Potomac Ave & 8th St SE","W00236","Registered"
"0h 3m 0s","1/27/2014 12:09","3rd & H St NE","1/27/2014 12:12","Columbus Circle / Union Station","W21376","Registered"
"0h 10m 51s","2/17/2014 18:43","25th St & Pennsylvania Ave NW","2/17/2014 18:53","12th & L St NW","W21270","Registered"
"0h 23m 35s","2/2/2014 16:48","8th & D St NW","2/2/2014 17:11","Jefferson Memorial","W20817","Casual"
"0h 2m 25s","2/19/2014 19:56","Norfolk Ave & Fairmont St","2/19/2014 19:59","Montgomery & East Ln","W20392","Registered"
"0h 20m 18s","2/22/2014 18:59","M St & Delaware Ave NE","2/22/2014 19:19","Adams Mill & Columbia Rd NW","W21404","Registered"
"0h 3m 20s","3/11/2014 14:50","8th & D St NW","3/11/2014 14:54","11th & F St NW","W21144","Registered"
"0h 8m 19s","2/5/2014 7:27","California St & Florida Ave NW","2/5/2014 7:36","US Dept of State / Virginia Ave & 21st St NW","W00464","Registered"
"0h 7m 7s","2/24/2014 8:50","13th & H St NE","2/24/2014 8:57","Columbus Circle / Union Station","W01466","Registered"
"0h 10m 39s","3/16/2014 19:05","20th St & Florida Ave NW","3/16/2014 19:16","7th & T St NW","W20926","Registered"
"0h 8m 14s","3/9/2014 18:06","22nd & I St NW / Foggy Bottom","3/9/2014 18:14","C & O Canal & Wisconsin Ave NW","W20160","Casual"
"0h 3m 53s","1/29/2014 8:03","8th & F St NE","1/29/2014 8:07","Columbus Circle / Union Station","W00734","Registered"
"0h 11m 0s","3/6/2014 14:18","12th & L St NW","3/6/2014 14:30","11th & K St NW","W00426","Registered"
"0h 12m 54s","3/14/2014 22:56","14th St & Colorado Ave NW","3/14/2014 23:09","Park Rd & Holmead Pl NW","W21442","Registered"
"0h 7m 22s","2/8/2014 13:52","15th & East Capitol St NE","2/8/2014 13:59","3rd St & Pennsylvania Ave SE","W01451","Registered"
"0h 16m 33s","1/17/2014 17:16","Potomac & Pennsylvania Ave SE","1/17/2014 17:32","15th & F St NE","W20056","Registered"
"0h 12m 31s","2/2/2014 17:24","14th & Rhode Island Ave NW","2/2/2014 17:37","20th St & Florida Ave NW","W21587","Registered"
"0h 4m 54s","3/26/2014 20:09","6th & H St NE","3/26/2014 20:14","D St & Maryland Ave NE","W00260","Registered"
"0h 19m 44s","1/20/2014 16:28","Lincoln Memorial","1/20/2014 16:48","Convention Center / 7th & M St NW","W21228","Registered"
"0h 22m 12s","1/14/2014 18:28","20th & O St NW / Dupont South","1/14/2014 18:50","Connecticut Ave & Newark St NW / Cleveland Park","W21045","Registered"
"0h 23m 11s","1/20/2014 11:56","19th St & Constitution Ave NW","1/20/2014 12:19","Constitution Ave & 2nd St NW/DOL","W20145","Casual"
"0h 4m 43s","1/6/2014 14:04","Market Square / King St & Royal St","1/6/2014 14:08","Commerce St & Fayette St","W00344","Registered"
"0h 2m 55s","1/9/2014 8:28","Battery Ln & Trolley Trail","1/9/2014 8:31","Norfolk Ave & Fairmont St","W20942","Registered"
"0h 11m 17s","2/25/2014 18:14","McPherson Square / 14th & H St NW","2/25/2014 18:25","14th & Rhode Island Ave NW","W20628","Registered"
"0h 12m 56s","2/22/2014 12:57","Massachusetts Ave & Dupont Circle NW","2/22/2014 13:10","10th & E St NW","W00798","Registered"
"0h 9m 22s","2/19/2014 17:58","4th & E St SW","2/19/2014 18:08","North Capitol St & F St NW","W00158","Registered"
"0h 26m 25s","3/14/2014 15:07","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","3/14/2014 15:33","Jefferson Dr & 14th St SW","W00835","Casual"
"0h 42m 1s","3/24/2014 19:24","17th & Corcoran St NW","3/24/2014 20:06","Key Blvd & N Quinn St","W20978","Casual"
"0h 4m 54s","1/24/2014 12:33","22nd & I St NW / Foggy Bottom","1/24/2014 12:38","US Dept of State / Virginia Ave & 21st St NW","W20607","Registered"
"0h 43m 56s","3/8/2014 15:47","12th & Army Navy Dr","3/8/2014 16:31","Prince St & Union St","W20440","Casual"
"0h 8m 6s","3/22/2014 0:20","1st & Rhode Island Ave NW","3/22/2014 0:28","1st & M St NE","W20526","Registered"
"0h 19m 4s","2/20/2014 19:04","21st & I St NW","2/20/2014 19:23","11th & K St NW","W00397","Registered"
"0h 6m 56s","1/9/2014 5:47","16th & Harvard St NW","1/9/2014 5:54","10th & U St NW","W20053","Registered"
"0h 5m 51s","2/5/2014 6:49","4th & East Capitol St NE","2/5/2014 6:54","Columbus Circle / Union Station","W01353","Registered"
"0h 4m 24s","2/18/2014 23:22","Crystal City Metro / 18th & Bell St","2/18/2014 23:26","23rd & Eads St","W01090","Registered"
"0h 9m 42s","1/6/2014 11:40","17th St & Massachusetts Ave NW","1/6/2014 11:49","18th St & Wyoming Ave NW","W01013","Registered"
"0h 23m 25s","3/11/2014 19:02","Wisconsin Ave & O St NW","3/11/2014 19:26","15th & Euclid St  NW","W01106","Casual"
"0h 14m 47s","1/17/2014 17:38","17th & K St NW","1/17/2014 17:53","L'Enfant Plaza / 7th & C St SW","W01260","Registered"
"0h 27m 19s","2/2/2014 9:55","3rd & D St SE","2/2/2014 10:23","14th & Harvard St NW","W00412","Registered"
"0h 22m 8s","2/22/2014 18:50","8th & H St NW","2/22/2014 19:12","Lincoln Park / 13th & East Capitol St NE ","W21132","Registered"
"0h 21m 52s","1/9/2014 12:45","Jefferson Dr & 14th St SW","1/9/2014 13:07","Lincoln Memorial","W01368","Casual"
"0h 13m 18s","1/7/2014 18:44","Massachusetts Ave & Dupont Circle NW","1/7/2014 18:57","1st & Rhode Island Ave NW","W21172","Registered"
"0h 5m 28s","3/11/2014 18:15","Court House Metro / Wilson Blvd & N Uhle St","3/11/2014 18:20","N Adams St & Lee Hwy","W20322","Registered"
"0h 8m 42s","3/22/2014 23:37","Massachusetts Ave & Dupont Circle NW","3/22/2014 23:46","22nd & I St NW / Foggy Bottom","W21214","Registered"
"0h 12m 40s","3/20/2014 8:16","15th & F St NE","3/20/2014 8:28","4th & D St NW / Judiciary Square","W20097","Registered"
"0h 8m 15s","2/23/2014 13:07","Lamont & Mt Pleasant NW","2/23/2014 13:15","New Hampshire Ave & T St NW","W01160","Registered"
"0h 22m 31s","3/4/2014 7:47","Van Ness Metro / UDC","3/4/2014 8:09","Massachusetts Ave & Dupont Circle NW","W21605","Registered"
"0h 23m 2s","3/21/2014 18:55","14th & R St NW","3/21/2014 19:18","4th & East Capitol St NE","W00214","Registered"
"0h 8m 33s","3/30/2014 20:42","15th & P St NW","3/30/2014 20:51","New Jersey Ave & R St NW","W00519","Registered"
"0h 6m 11s","2/1/2014 18:49","3rd & G St SE","2/1/2014 18:55","Potomac & Pennsylvania Ave SE","W21205","Registered"
"0h 12m 44s","3/31/2014 9:08","Georgia & New Hampshire Ave NW","3/31/2014 9:21","11th & K St NW","W21139","Registered"
"1h 4m 14s","3/15/2014 11:09","19th & L St NW","3/15/2014 12:14","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00342","Casual"
"0h 13m 6s","3/25/2014 9:11","4th & M St SW","3/25/2014 9:24","5th & F St NW","W21589","Registered"
"0h 2m 16s","3/5/2014 17:33","20th St & Florida Ave NW","3/5/2014 17:35","New Hampshire Ave & T St NW","W00520","Registered"
"0h 5m 40s","2/4/2014 15:32","Convention Center / 7th & M St NW","2/4/2014 15:38","7th & R St NW / Shaw Library","W20647","Registered"
"0h 9m 27s","1/20/2014 11:06","14th & Belmont St NW","1/20/2014 11:15","Massachusetts Ave & Dupont Circle NW","W20280","Registered"
"0h 7m 54s","3/20/2014 9:07","3rd & G St SE","3/20/2014 9:15","Maryland & Independence Ave SW","W20165","Registered"
"0h 18m 18s","2/8/2014 13:34","Saint Asaph St & Pendleton  St","2/8/2014 13:53","S Glebe & Potomac Ave","W00455","Registered"
"0h 3m 8s","3/5/2014 11:46","19th & E Street NW","3/5/2014 11:49","19th & E Street NW","W01459","Registered"
"0h 10m 23s","3/14/2014 16:56","Constitution Ave & 2nd St NW/DOL","3/14/2014 17:06","10th St & Constitution Ave NW","W20482","Casual"
"0h 2m 52s","3/14/2014 13:19","New Hampshire Ave & T St NW","3/14/2014 13:22","13th & U St NW","W01294","Registered"
"0h 9m 12s","3/15/2014 17:15","15th & P St NW","3/15/2014 17:25","California St & Florida Ave NW","W01384","Registered"
"0h 15m 48s","2/4/2014 8:33","Columbus Circle / Union Station","2/4/2014 8:48","M St & New Jersey Ave SE","W20509","Registered"
"0h 13m 43s","3/6/2014 20:04","10th & E St NW","3/6/2014 20:18","Lincoln Park / 13th & East Capitol St NE ","W21444","Registered"
"0h 20m 8s","2/10/2014 6:30","Lincoln Park / 13th & East Capitol St NE ","2/10/2014 6:50","19th & L St NW","W01025","Registered"
"0h 18m 7s","3/20/2014 19:04","Thomas Circle","3/20/2014 19:22","Columbus Circle / Union Station","W20171","Registered"
"0h 5m 51s","3/6/2014 13:04","17th & K St NW","3/6/2014 13:09","US Dept of State / Virginia Ave & 21st St NW","W00447","Registered"
"0h 18m 16s","1/20/2014 16:52","17th & K St NW / Farragut Square","1/20/2014 17:11","Jefferson Dr & 14th St SW","W00993","Casual"
"0h 9m 34s","1/22/2014 9:44","Tenleytown / Wisconsin Ave & Albemarle St NW","1/22/2014 9:54","Ward Circle / American University","W21573","Registered"
"0h 35m 2s","1/20/2014 10:59","17th & Rhode Island Ave NW","1/20/2014 11:34","Jefferson Memorial","W00567","Casual"
"0h 7m 16s","1/13/2014 10:19","Lynn & 19th St North","1/13/2014 10:26","C & O Canal & Wisconsin Ave NW","W20332","Registered"
"0h 12m 42s","1/6/2014 7:36","Columbus Circle / Union Station","1/6/2014 7:49","Potomac Ave & 8th St SE","W20753","Registered"
"0h 4m 43s","3/6/2014 7:32","1st & M St NE","3/6/2014 7:37","North Capitol St & F St NW","W21259","Registered"
"0h 14m 31s","3/13/2014 9:03","16th & Harvard St NW","3/13/2014 9:18","11th & M St NW","W20876","Registered"
"0h 1m 41s","2/10/2014 11:40","4th & East Capitol St NE","2/10/2014 11:41","3rd & D St SE","W20825","Registered"
"0h 8m 4s","2/10/2014 9:19","5th St & Massachusetts Ave NW","2/10/2014 9:27","New York Ave & 15th St NW","W20983","Registered"
"0h 11m 44s","3/4/2014 8:19","20th St & Florida Ave NW","3/4/2014 8:30","US Dept of State / Virginia Ave & 21st St NW","W20517","Registered"
"0h 6m 24s","1/19/2014 11:37","3rd & G St SE","1/19/2014 11:43","8th & East Capitol St NE","W00647","Registered"
"0h 3m 43s","1/27/2014 9:00","N Adams St & Lee Hwy","1/27/2014 9:04","N Veitch & Key Blvd","W20365","Registered"
"0h 4m 43s","3/25/2014 6:47","3rd & D St SE","3/25/2014 6:51","M St & New Jersey Ave SE","W20953","Registered"
"0h 6m 25s","3/28/2014 17:26","Columbus Circle / Union Station","3/28/2014 17:32","D St & Maryland Ave NE","W20399","Registered"
"0h 13m 29s","3/9/2014 15:37","10th St & Constitution Ave NW","3/9/2014 15:51","10th St & Constitution Ave NW","W00802","Casual"
"3h 5m 9s","3/8/2014 15:04","Independence Ave & L'Enfant Plaza SW/DOE","3/8/2014 18:10","Independence Ave & L'Enfant Plaza SW/DOE","W20085","Casual"
"0h 0m 3s","3/13/2014 17:28","15th & F St NE","3/13/2014 17:28","15th & F St NE","W21515","Registered"
"0h 5m 14s","3/21/2014 10:03","3rd St & Pennsylvania Ave SE","3/21/2014 10:08","Maryland & Independence Ave SW","w00765","Registered"
"0h 5m 53s","2/15/2014 14:12","8th & H St NW","2/15/2014 14:18","6th St & Indiana Ave NW","W00803","Registered"
"0h 8m 36s","2/8/2014 9:45","17th & K St NW","2/8/2014 9:54","14th & R St NW","W01025","Registered"
"1h 15m 47s","2/18/2014 19:48","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","2/18/2014 21:04","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W20523","Registered"
"0h 7m 29s","3/22/2014 10:14","4th & M St SW","3/22/2014 10:21","Washington & Independence Ave SW/HHS","W20327","Registered"
"1h 40m 57s","3/11/2014 13:49","Gallaudet / 8th St & Florida Ave NE","3/11/2014 15:30","Gallaudet / 8th St & Florida Ave NE","W20265","Casual"
"0h 7m 46s","3/8/2014 21:05","22nd & I St NW / Foggy Bottom","3/8/2014 21:13","New Hampshire Ave & T St NW","W20450","Registered"
"0h 6m 32s","3/4/2014 20:42","Market Square / King St & Royal St","3/4/2014 20:49","King St Metro","W21463","Registered"
"1h 47m 30s","3/1/2014 11:55","14th & Rhode Island Ave NW","3/1/2014 13:42","USDA / 12th & Independence Ave SW","W20515","Casual"
"0h 14m 15s","3/9/2014 11:42","25th St & Pennsylvania Ave NW","3/9/2014 11:56","Jefferson Dr & 14th St SW","W01061","Registered"
"0h 7m 55s","2/4/2014 12:17","14th & D St NW / Ronald Reagan Building","2/4/2014 12:25","19th & E Street NW","W00013","Registered"
"0h 8m 39s","3/20/2014 8:28","Eckington Pl & Q St NE","3/20/2014 8:37","North Capitol St & G Pl NE","W21230","Registered"
"0h 3m 33s","2/20/2014 15:59","Glebe Rd & 11th St N","2/20/2014 16:03","Ballston Metro / N Stuart & 9th St N","W21267","Registered"
"0h 16m 17s","3/31/2014 14:12","20th & E St NW","3/31/2014 14:28","15th & P St NW","W20697","Registered"
"0h 6m 6s","2/27/2014 20:11","19th & K St NW","2/27/2014 20:17","Massachusetts Ave & Dupont Circle NW","W00283","Registered"
"0h 6m 11s","2/11/2014 8:27","4th & D St NW / Judiciary Square","2/11/2014 8:34","Metro Center / 12th & G St NW","W20577","Registered"
"0h 14m 49s","3/15/2014 14:18","1st & M St NE","3/15/2014 14:33","Lincoln Park / 13th & East Capitol St NE ","W20290","Registered"
"1h 36m 44s","3/8/2014 17:08","4th & M St SW","3/8/2014 18:45","8th & Eye St SE / Barracks Row","W00324","Casual"
"0h 13m 47s","1/16/2014 9:18","17th & K St NW / Farragut Square","1/16/2014 9:32","6th & Water St SW / SW Waterfront","w00765","Registered"
"0h 3m 40s","2/24/2014 21:22","M St & Pennsylvania Ave NW","2/24/2014 21:26","22nd & I St NW / Foggy Bottom","W21162","Registered"
