"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 22min. 54sec.","10/6/2010 8:15","10/6/2010 8:38","S Joyce & Army Navy Dr (31006)","Georgetown Harbor / 30th St NW (31215)","W01053","Registered"
"0h 13min. 38sec.","12/3/2010 17:10","12/3/2010 17:24","19th & East Capitol St SE (31601)","North Capitol St & F St NW (31624)","W00185","Registered"
"0h 8min. 3sec.","10/18/2010 17:35","10/18/2010 17:43","Massachusetts Ave & Dupont Circle NW (31200)","14th & R St NW (31202)","W01019","Registered"
"1h 7min. 26sec.","11/20/2010 13:13","11/20/2010 14:20","16th & U St NW (31229)","16th & U St NW (31229)","W01099","Casual"
"0h 4min. 41sec.","12/19/2010 11:29","12/19/2010 11:34","Massachusetts Ave & Dupont Circle NW (31200)","19th St & Pennsylvania Ave NW (31100)","W00121","Registered"
"0h 4min. 18sec.","11/22/2010 14:00","11/22/2010 14:05","5th & F St NW (31620)","North Capitol St & F St NW (31624)","W00563","Registered"
"0h 8min. 51sec.","10/5/2010 16:21","10/5/2010 16:30","17th & Corcoran St NW (31214)","McPherson Square - 14th & H St NW (31216)","W00393","Registered"
"0h 8min. 19sec.","9/23/2010 16:11","9/23/2010 16:20","10th & U St NW (31111)","14th & Rhode Island Ave NW (31203)","W00993","Registered"
"0h 15min. 43sec.","10/26/2010 12:21","10/26/2010 12:37","19th & E Street NW (31206)","14th & R St NW (31202)","W00596","Registered"
"0h 11min. 51sec.","10/5/2010 11:00","10/5/2010 11:12","14th & R St NW (31202)","21st & I St NW (31205)","W00205","Registered"
"0h 11min. 8sec.","11/18/2010 20:02","11/18/2010 20:13","17th & Corcoran St NW (31214)","16th & Harvard St NW (31103)","W00827","Registered"
"0h 3min. 12sec.","12/7/2010 12:31","12/7/2010 12:34","27th & Crystal Dr (31009)","S Glebe & Potomac Ave (31010)","W00676","Registered"
"0h 3min. 47sec.","12/5/2010 13:37","12/5/2010 13:41","10th & U St NW (31111)","14th & V St NW (31101)","W00658","Registered"
"0h 12min. 50sec.","12/15/2010 16:56","12/15/2010 17:09","17th & K St NW [formerly 17th & L St NW] (31213)","C & O Canal & Wisconsin Ave NW (31225)","W00229","Registered"
"0h 7min. 49sec.","11/12/2010 23:42","11/12/2010 23:49","3rd & H St NE (31616)","13th & H St NE (31611)","W00026","Registered"
"0h 6min. 47sec.","12/3/2010 10:52","12/3/2010 10:59","Massachusetts Ave & Dupont Circle NW (31200)","14th & V St NW (31101)","W00715","Registered"
"2h 18min. 31sec.","12/10/2010 12:46","12/10/2010 15:05","19th St & Constitution Ave NW (31235)","19th St & Pennsylvania Ave NW (31100)","W01096","Casual"
"0h 3min. 16sec.","11/22/2010 20:54","11/22/2010 20:58","18th & Bell St (31007)","23rd & Eads (31013)","W00712","Registered"
"0h 5min. 58sec.","10/10/2010 16:06","10/10/2010 16:12","Georgetown Harbor / 30th St NW (31215)","19th St & Pennsylvania Ave NW (31100)","W01076","Registered"
"0h 11min. 15sec.","10/5/2010 9:09","10/5/2010 9:20","15th & P St NW (31201)","5th St & K St NW (31600)","W00827","Registered"
"0h 5min. 14sec.","11/18/2010 12:20","11/18/2010 12:25","17th & K St NW [formerly 17th & L St NW] (31213)","19th St & Pennsylvania Ave NW (31100)","W00122","Registered"
"0h 12min. 16sec.","12/2/2010 16:29","12/2/2010 16:42","19th & L St NW (31224)","14th & V St NW (31101)","W00465","Registered"
"0h 13min. 35sec.","10/19/2010 9:18","10/19/2010 9:31","Lamont & Mt Pleasant NW (31107)","Massachusetts Ave & Dupont Circle NW (31200)","W00017","Registered"
"0h 2min. 39sec.","12/17/2010 6:10","12/17/2010 6:13","21st & I St NW (31205)","19th & E Street NW (31206)","? (0xAAC5A4C0)","Registered"
"0h 3min. 10sec.","11/7/2010 14:48","11/7/2010 14:51","4th & M St SW (31108)","7th & Water St SW / SW Waterfront (31609)","W00865","Registered"
"0h 14min. 53sec.","11/27/2010 12:43","11/27/2010 12:58","Massachusetts Ave & Dupont Circle NW (31200)","19th St & Constitution Ave NW (31235)","W01084","Casual"
"0h 24min. 17sec.","11/26/2010 16:54","11/26/2010 17:18","L'Enfant Plaza / 7th & C St SW (31218)","25th St & Pennsylvania Ave NW (31237)","W00025","Registered"
"0h 0min. 10sec.","12/18/2010 16:21","12/18/2010 16:21","14th & V St NW (31101)","14th & V St NW (31101)","? (0xAAC5A4C0)","Registered"
"0h 13min. 23sec.","11/28/2010 14:33","11/28/2010 14:46","4th & East Capitol St NE (31618)","M St & New Jersey Ave SE (31208)","W00092","Casual"
"0h 11min. 21sec.","11/19/2010 19:01","11/19/2010 19:13","5th & F St NW (31620)","Eckington Pl & Q St NE (31505)","W00427","Registered"
"0h 6min. 57sec.","11/18/2010 18:00","11/18/2010 18:06","15th & Crystal Dr (31003)","S Glebe & Potomac Ave (31010)","W00987","Registered"
"0h 25min. 21sec.","11/17/2010 21:25","11/17/2010 21:50","14th & V St NW (31101)","25th St & Pennsylvania Ave NW (31237)","W00946","Casual"
"0h 9min. 16sec.","12/30/2010 0:34","12/30/2010 0:43","Calvert St & Woodley Pl NW (31106)","14th & R St NW (31202)","W00721","Registered"
"0h 23min. 2sec.","12/6/2010 10:41","12/6/2010 11:04","21st & M St NW (31212)","14th & R St NW (31202)","W00019","Registered"
"2h 31min. 27sec.","11/7/2010 13:40","11/7/2010 16:11","Massachusetts Ave & Dupont Circle NW (31200)","4th St & Massachusetts Ave NW (31604)","W00614","Casual"
"0h 7min. 17sec.","12/31/2010 2:15","12/31/2010 2:23","C & O Canal & Wisconsin Ave NW (31225)","34th St & Wisconsin Ave NW (31226)","W00102","Casual"
"0h 18min. 25sec.","11/19/2010 18:39","11/19/2010 18:57","18th & M St NW (31221)","Potomac & Pennsylvania Ave SE (31606)","W00304","Registered"
"0h 9min. 5sec.","11/15/2010 12:44","11/15/2010 12:53","Massachusetts Ave & Dupont Circle NW (31200)","Adams Mill & Columbia Rd NW (31104)","W00142","Registered"
"0h 13min. 26sec.","11/28/2010 12:54","11/28/2010 13:08","14th & Rhode Island Ave NW (31203)","Park Rd & Holmead Pl NW (31602)","W00742","Registered"
"0h 2min. 35sec.","12/7/2010 13:33","12/7/2010 13:35","Adams Mill & Columbia Rd NW (31104)","Calvert St & Woodley Pl NW (31106)","W00216","Registered"
"0h 9min. 47sec.","10/21/2010 1:48","10/21/2010 1:58","10th & U St NW (31111)","11th & Kenyon St NW (31102)","W01010","Registered"
"0h 8min. 55sec.","11/21/2010 11:38","11/21/2010 11:47","5th & F St NW (31620)","4th & M St SW (31108)","W00607","Registered"
"0h 9min. 16sec.","12/10/2010 8:57","12/10/2010 9:06","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W00492","Registered"
"0h 19min. 33sec.","10/23/2010 17:28","10/23/2010 17:48","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","5th & F St NW (31620)","W00811","Registered"
"0h 12min. 45sec.","11/17/2010 11:05","11/17/2010 11:18","North Capitol St & F St NW (31624)","3rd & D St SE (31605)","W00890","Registered"
"0h 5min. 57sec.","11/5/2010 18:40","11/5/2010 18:46","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00712","Registered"
"0h 10min. 35sec.","12/24/2010 13:18","12/24/2010 13:29","Calvert St & Woodley Pl NW (31106)","14th & V St NW (31101)","W00956","Casual"
"0h 15min. 23sec.","11/15/2010 21:48","11/15/2010 22:03","17th & Corcoran St NW (31214)","Georgia Ave and Fairmont St NW (31207)","W00584","Registered"
"0h 25min. 0sec.","11/19/2010 14:41","11/19/2010 15:06","37th & O St NW / Georgetown University (31236)","14th & Harvard St NW (31105)","W00914","Registered"
"0h 11min. 39sec.","10/18/2010 8:00","10/18/2010 8:11","21st & M St NW (31212)","5th & F St NW (31620)","W00040","Registered"
"0h 41min. 41sec.","10/10/2010 11:47","10/10/2010 12:28","15th & P St NW (31201)","15th & P St NW (31201)","W00282","Casual"
"0h 15min. 15sec.","10/2/2010 17:32","10/2/2010 17:47","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00097","Registered"
"0h 3min. 47sec.","11/11/2010 19:45","11/11/2010 19:49","Potomac & Pennsylvania Ave SE (31606)","8th & Eye St SE / Barracks Row (31608)","W00683","Registered"
"0h 4min. 10sec.","10/31/2010 12:44","10/31/2010 12:48","15th & P St NW (31201)","Massachusetts Ave & Dupont Circle NW (31200)","W00275","Casual"
"0h 8min. 1sec.","12/20/2010 15:40","12/20/2010 15:48","18th & M St NW (31221)","16th & U St NW (31229)","W00717","Registered"
"0h 11min. 46sec.","10/12/2010 12:20","10/12/2010 12:32","Van Ness Metro / UDC (31300)","Calvert St & Woodley Pl NW (31106)","W00518","Registered"
"0h 11min. 42sec.","11/17/2010 14:43","11/17/2010 14:54","34th St & Wisconsin Ave NW (31226)","19th & L St NW (31224)","? (0xEE8DADF1)","Registered"
"0h 38min. 35sec.","11/13/2010 15:13","11/13/2010 15:51","19th & E Street NW (31206)","11th & Kenyon St NW (31102)","W00632","Casual"
"0h 9min. 8sec.","12/6/2010 14:45","12/6/2010 14:54","17th & K St NW [formerly 17th & L St NW] (31213)","25th St & Pennsylvania Ave NW (31237)","W00511","Registered"
"0h 2min. 27sec.","12/16/2010 9:18","12/16/2010 9:20","18th & Bell St (31007)","23rd & Crystal Dr (31011)","W00429","Registered"
"0h 17min. 47sec.","11/8/2010 12:38","11/8/2010 12:56","4th & M St SW (31108)","USDA / 12th & Independence Ave SW (31217)","W00565","Registered"
"0h 13min. 22sec.","11/15/2010 7:41","11/15/2010 7:55","4th & East Capitol St NE (31618)","USDA / 12th & Independence Ave SW (31217)","W00832","Registered"
"0h 14min. 25sec.","10/16/2010 11:26","10/16/2010 11:40","14th & Harvard St NW (31105)","Georgetown Harbor / 30th St NW (31215)","W00735","Registered"
"0h 19min. 31sec.","11/19/2010 18:48","11/19/2010 19:07","15th & P St NW (31201)","C & O Canal & Wisconsin Ave NW (31225)","W00890","Registered"
"0h 18min. 20sec.","11/8/2010 19:26","11/8/2010 19:44","3rd & D St SE (31605)","14th & D St SE (31607)","W00621","Registered"
"0h 5min. 47sec.","12/7/2010 7:47","12/7/2010 7:53","L'Enfant Plaza / 7th & C St SW (31218)","10th St & Constitution Ave NW (31219)","W00147","Registered"
"0h 12min. 48sec.","12/3/2010 8:21","12/3/2010 8:33","10th & U St NW (31111)","1st & M St NE (31603)","W00028","Registered"
"0h 4min. 26sec.","12/20/2010 18:42","12/20/2010 18:47","21st & I St NW (31205)","19th & L St NW (31224)","W01109","Registered"
"0h 17min. 15sec.","10/19/2010 17:04","10/19/2010 17:21","21st & I St NW (31205)","5th St & K St NW (31600)","W01099","Registered"
"0h 4min. 23sec.","12/21/2010 9:58","12/21/2010 10:03","16th & Harvard St NW (31103)","Calvert St & Woodley Pl NW (31106)","W00759","Registered"
"0h 32min. 31sec.","11/7/2010 16:37","11/7/2010 17:10","Adams Mill & Columbia Rd NW (31104)","Calvert St & Woodley Pl NW (31106)","W00981","Casual"
"0h 5min. 41sec.","11/8/2010 13:49","11/8/2010 13:54","Columbus Circle / Union Station (31623)","1st & M St NE (31603)","W00352","Registered"
"0h 9min. 38sec.","10/13/2010 10:35","10/13/2010 10:44","Adams Mill & Columbia Rd NW (31104)","21st & M St NW (31212)","W00252","Casual"
"0h 3min. 18sec.","12/30/2010 20:34","12/30/2010 20:38","16th & U St NW (31229)","14th & R St NW (31202)","W00518","Registered"
"0h 26min. 39sec.","11/21/2010 13:08","11/21/2010 13:35","13th & H St NE (31611)","L'Enfant Plaza / 7th & C St SW (31218)","W00565","Registered"
"0h 3min. 37sec.","10/8/2010 9:58","10/8/2010 10:01","20th St & Florida Ave NW (31110)","Massachusetts Ave & Dupont Circle NW (31200)","W00181","Registered"
"0h 19min. 0sec.","11/11/2010 6:42","11/11/2010 7:01","S Joyce & Army Navy Dr (31006)","17th & K St NW [formerly 17th & L St NW] (31213)","W01054","Registered"
"0h 3min. 1sec.","11/26/2010 16:05","11/26/2010 16:08","14th St & Spring Rd NW (31401)","Park Rd & Holmead Pl NW (31602)","W00863","Registered"
"0h 7min. 12sec.","12/11/2010 19:41","12/11/2010 19:49","15th & P St NW (31201)","20th St & Florida Ave NW (31110)","W00098","Registered"
"0h 8min. 14sec.","12/9/2010 17:11","12/9/2010 17:20","Georgetown Harbor / 30th St NW (31215)","19th & L St NW (31224)","W00168","Registered"
"0h 4min. 10sec.","9/25/2010 18:23","9/25/2010 18:27","19th & E Street NW (31206)","20th & E St NW (31204)","W00329","Registered"
"0h 22min. 16sec.","11/23/2010 18:38","11/23/2010 19:00","3rd & H St NE (31616)","Florida Ave & R St NW (31503)","w01117","Registered"
"0h 8min. 15sec.","11/19/2010 23:19","11/19/2010 23:28","Adams Mill & Columbia Rd NW (31104)","Georgia & New Hampshire Ave NW (31400)","W00975","Registered"
"0h 4min. 21sec.","12/28/2010 18:23","12/28/2010 18:27","14th & Rhode Island Ave NW (31203)","McPherson Square - 14th & H St NW (31216)","W01081","Registered"
"0h 34min. 20sec.","10/22/2010 11:37","10/22/2010 12:12","8th & H St NW (31228)","8th & H St NW (31228)","W00276","Registered"
"0h 22min. 32sec.","11/1/2010 7:58","11/1/2010 8:21","Adams Mill & Columbia Rd NW (31104)","Van Ness Metro / UDC (31300)","W00790","Casual"
"0h 8min. 51sec.","10/23/2010 2:04","10/23/2010 2:13","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00856","Casual"
"0h 13min. 19sec.","10/28/2010 18:48","10/28/2010 19:02","8th & H St NW (31228)","14th & Rhode Island Ave NW (31203)","W00487","Registered"
"0h 21min. 7sec.","11/19/2010 13:13","11/19/2010 13:34","11th & Kenyon St NW (31102)","5th & F St NW (31620)","W00338","Registered"
"0h 1min. 48sec.","11/10/2010 11:58","11/10/2010 12:00","16th & Harvard St NW (31103)","14th & Harvard St NW (31105)","W00415","Registered"
"0h 3min. 35sec.","12/16/2010 9:13","12/16/2010 9:16","8th & Eye St SE / Barracks Row (31608)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00195","Registered"
"0h 9min. 41sec.","10/29/2010 19:10","10/29/2010 19:20","21st & I St NW (31205)","14th & Rhode Island Ave NW (31203)","W00952","Registered"
"0h 6min. 31sec.","9/22/2010 8:19","9/22/2010 8:25","16th & Harvard St NW (31103)","14th & V St NW (31101)","W00479","Registered"
"0h 13min. 20sec.","12/30/2010 19:16","12/30/2010 19:29","17th & Corcoran St NW (31214)","14th & V St NW (31101)","W00252","Registered"
"0h 16min. 20sec.","12/21/2010 19:21","12/21/2010 19:37","8th & H St NW (31228)","21st & M St NW (31212)","W00015","Registered"
"0h 18min. 28sec.","10/30/2010 17:12","10/30/2010 17:31","Convention Center / 7th & M St NW (31223)","Park Rd & Holmead Pl NW (31602)","W01116","Casual"
"0h 8min. 20sec.","12/24/2010 8:39","12/24/2010 8:48","Lamont & Mt Pleasant NW (31107)","15th & P St NW (31201)","W00782","Registered"
"0h 32min. 20sec.","9/25/2010 15:36","9/25/2010 16:08","4th St & Massachusetts Ave NW (31604)","19th & East Capitol St SE (31601)","W00776","Registered"
"0h 16min. 26sec.","12/3/2010 9:02","12/3/2010 9:19","4th & East Capitol St NE (31618)","McPherson Square - 14th & H St NW (31216)","W00730","Registered"
"0h 43min. 20sec.","11/28/2010 14:25","11/28/2010 15:09","8th & H St NW (31228)","13th St & New York Ave NW (31227)","W00325","Casual"
"2h 27min. 41sec.","11/24/2010 12:49","11/24/2010 15:16","8th & H St NW (31228)","8th & H St NW (31228)","W00575","Casual"
"2h 10min. 48sec.","10/2/2010 14:27","10/2/2010 16:38","14th & V St NW (31101)","14th & V St NW (31101)","W00415","Casual"
"0h 13min. 52sec.","11/1/2010 8:13","11/1/2010 8:27","14th & Rhode Island Ave NW (31203)","C & O Canal & Wisconsin Ave NW (31225)","W00798","Registered"
"0h 15min. 25sec.","11/14/2010 14:37","11/14/2010 14:53","4th & East Capitol St NE (31618)","5th & F St NW (31620)","W00402","Casual"
"0h 10min. 40sec.","11/10/2010 23:02","11/10/2010 23:13","11th & Kenyon St NW (31102)","14th & Rhode Island Ave NW (31203)","W00621","Registered"
"0h 9min. 14sec.","12/14/2010 10:29","12/14/2010 10:38","16th & U St NW (31229)","Georgia Ave and Fairmont St NW (31207)","W00852","Registered"
"0h 11min. 55sec.","12/21/2010 17:19","12/21/2010 17:31","10th & U St NW (31111)","Lamont & Mt Pleasant NW (31107)","W00128","Registered"
"0h 8min. 51sec.","11/20/2010 17:44","11/20/2010 17:53","17th & Corcoran St NW (31214)","Adams Mill & Columbia Rd NW (31104)","W00881","Registered"
"0h 8min. 53sec.","10/24/2010 21:42","10/24/2010 21:51","20th St & Florida Ave NW (31110)","16th & Harvard St NW (31103)","W00063","Registered"
"0h 18min. 34sec.","11/19/2010 8:03","11/19/2010 8:22","11th & Kenyon St NW (31102)","19th St & Pennsylvania Ave NW (31100)","W01026","Registered"
"0h 8min. 58sec.","12/1/2010 13:46","12/1/2010 13:55","18th & M St NW (31221)","8th & H St NW (31228)","W00625","Registered"
"0h 18min. 48sec.","10/30/2010 23:09","10/30/2010 23:27","16th & Harvard St NW (31103)","Georgia & New Hampshire Ave NW (31400)","W01089","Registered"
"0h 10min. 58sec.","11/14/2010 12:14","11/14/2010 12:25","21st & I St NW (31205)","Massachusetts Ave & Dupont Circle NW (31200)","W00595","Casual"
"0h 5min. 22sec.","11/2/2010 20:03","11/2/2010 20:08","Convention Center / 7th & M St NW (31223)","7th & T St NW (31109)","W00685","Registered"
"0h 24min. 59sec.","11/9/2010 12:13","11/9/2010 12:38","7th & Water St SW / SW Waterfront (31609)","7th & Water St SW / SW Waterfront (31609)","W00989","Registered"
"4h 13min. 20sec.","10/9/2010 14:30","10/9/2010 18:43","23rd & Crystal Dr (31011)","15th & Crystal Dr (31003)","W00260","Casual"
"0h 5min. 50sec.","10/25/2010 19:17","10/25/2010 19:23","Adams Mill & Columbia Rd NW (31104)","Lamont & Mt Pleasant NW (31107)","W00228","Registered"
"0h 3min. 40sec.","12/8/2010 19:05","12/8/2010 19:09","Calvert St & Woodley Pl NW (31106)","Adams Mill & Columbia Rd NW (31104)","W00660","Registered"
"0h 7min. 3sec.","10/26/2010 18:15","10/26/2010 18:22","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00535","Registered"
"0h 17min. 42sec.","10/30/2010 16:46","10/30/2010 17:04","14th & Rhode Island Ave NW (31203)","16th & Harvard St NW (31103)","W00973","Registered"
"0h 6min. 16sec.","11/23/2010 17:53","11/23/2010 18:00","21st & M St NW (31212)","25th St & Pennsylvania Ave NW (31237)","W00044","Registered"
"0h 15min. 55sec.","11/30/2010 21:35","11/30/2010 21:51","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00719","Registered"
"0h 8min. 47sec.","11/23/2010 8:51","11/23/2010 9:00","7th & T St NW (31109)","13th St & New York Ave NW (31227)","W00415","Registered"
"0h 1min. 2sec.","12/11/2010 17:49","12/11/2010 17:50","18th & M St NW (31221)","18th & M St NW (31221)","W00540","Registered"
"0h 7min. 38sec.","12/8/2010 18:36","12/8/2010 18:44","3rd & H St NE (31616)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00472","Registered"
"0h 13min. 11sec.","11/24/2010 8:23","11/24/2010 8:36","McPherson Square - 14th & H St NW (31216)","North Capitol St & F St NW (31624)","W01056","Casual"
"0h 8min. 4sec.","11/22/2010 17:19","11/22/2010 17:27","21st & I St NW (31205)","Massachusetts Ave & Dupont Circle NW (31200)","? (0x9A5FEA16)","Registered"
"0h 3min. 28sec.","11/19/2010 17:52","11/19/2010 17:56","13th St & New York Ave NW (31227)","8th & H St NW (31228)","W01099","Registered"
"0h 5min. 18sec.","10/1/2010 18:54","10/1/2010 18:59","14th & V St NW (31101)","14th & Rhode Island Ave NW (31203)","W00742","Registered"
"0h 19min. 50sec.","11/22/2010 11:36","11/22/2010 11:56","3rd & D St SE (31605)","13th & H St NE (31611)","W01018","Casual"
"0h 17min. 9sec.","12/8/2010 7:48","12/8/2010 8:05","Park Rd & Holmead Pl NW (31602)","12th & Newton St NE (31501)","W00393","Registered"
"0h 33min. 13sec.","10/30/2010 15:13","10/30/2010 15:46","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Georgetown Harbor / 30th St NW (31215)","W00941","Registered"
"0h 6min. 42sec.","11/26/2010 16:32","11/26/2010 16:38","15th & P St NW (31201)","10th & U St NW (31111)","W00546","Registered"
"0h 2min. 30sec.","12/20/2010 19:17","12/20/2010 19:19","Lamont & Mt Pleasant NW (31107)","16th & Harvard St NW (31103)","W00202","Registered"
"0h 10min. 9sec.","10/16/2010 22:29","10/16/2010 22:39","15th & Hayes St (31005)","23rd & Eads (31013)","W00439","Casual"
